#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
28099-1-367,.28099_1_367.43,1747,2346,-,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
28099-1-367,.28099_1_367.46,250,759,+,dfrA8_1,1-510/510,===============,0/0,100,100,resfinder,U10186,dfrA8,Trimethoprim
28099-1-367,.28099_1_367.6,225702,226934,-,mdf(A)_1,1-1233/1233,===============,0/0,100,98.78,resfinder,Y08743,mdf(A),
28099-1-370,.28099_1_370.21,8101,8574,+,dfrA1_8,1-474/474,===============,0/0,100,100,resfinder,X00926,dfrA1,Trimethoprim
28099-1-370,.28099_1_370.21,9240,10039,+,ant(3'')-Ia_1,170-972/972,..======/======,01-Mar,82.3,99.38,resfinder,X02340,ant(3'')-Ia,Streptomycin
28099-1-370,.28099_1_370.38,5126,6001,-,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-370,.28099_1_370.38,11216,12076,-,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-370,.28099_1_370.38,17048,17908,-,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
28099-1-370,.28099_1_370.39,12271,13107,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-370,.28099_1_370.39,13107,13910,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-370,.28099_1_370.39,13971,14786,-,sul2_3,1-816/816,===============,0/0,100,100,resfinder,HQ840942,sul2,Sulfamethoxazole
28099-1-370,.28099_1_370.57,2521,3726,-,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
28099-1-370,.28099_1_370.6,39359,40591,+,mdf(A)_1,1-1233/1233,===============,0/0,100,97.89,resfinder,Y08743,mdf(A),
28099-1-370,.28099_1_370.6,267270,267767,+,dfrA12_8,1-498/498,===============,0/0,100,100,resfinder,AM040708,dfrA12,Trimethoprim
28099-1-370,.28099_1_370.6,268165,268966,+,aadA2_1,18-819/819,===============,0/0,97.92,99.88,resfinder,NC_010870,aadA2,Streptomycin
28099-1-370,.28099_1_370.6,269444,270310,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-370,.28099_1_370.6,275605,276526,-,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-371,.28099_1_371.10,160305,161537,+,mdf(A)_1,1-1233/1233,===============,0/0,100,98.14,resfinder,Y08743,mdf(A),
28099-1-371,.28099_1_371.2,1706,2581,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-371,.28099_1_371.44,3932,4747,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
28099-1-371,.28099_1_371.44,9411,10247,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-371,.28099_1_371.44,10247,11049,-,aph(3'')-Ib_2,2-804/804,===============,0/0,99.88,100,resfinder,AF024602,aph(3'')-Ib,Streptomycin
28099-1-371,.28099_1_371.58,826,2010,+,tet(D)_1,1-1185/1185,===============,0/0,100,100,resfinder,AF467077,tet(D),Doxycycline;Tetracycline
28099-1-371,.28099_1_371.58,2490,3350,-,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-371,.28099_1_371.9,39955,40754,-,ant(3'')-Ia_1,170-972/972,..======/======,01-Mar,82.3,99.38,resfinder,X02340,ant(3'')-Ia,Streptomycin
28099-1-371,.28099_1_371.9,41420,41893,-,dfrA1_8,1-474/474,===============,0/0,100,100,resfinder,X00926,dfrA1,Trimethoprim
28099-1-373,.28099_1_373.1,42572,43804,+,mdf(A)_1,1-1233/1233,===============,0/0,100,99.92,resfinder,Y08743,mdf(A),
28099-1-373,.28099_1_373.1,69054,69929,+,blaCTX-M-14b_1,1-876/876,===============,0/0,100,100,resfinder,DQ359215,blaCTX-M-14b,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-373,.28099_1_373.84,4200,5405,+,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
28099-1-373,.28099_1_373.85,507,980,+,dfrA1_8,1-474/474,===============,0/0,100,100,resfinder,X00926,dfrA1,Trimethoprim
28099-1-373,.28099_1_373.85,1646,2445,+,ant(3'')-Ia_1,170-972/972,..======/======,01-Mar,82.3,99.38,resfinder,X02340,ant(3'')-Ia,Streptomycin
28099-1-373,.28099_1_373.87,1,699,-,sul2_14,1-699/819,=============..,0/0,85.35,100,resfinder,AJ514834,sul2,Sulfamethoxazole
28099-1-373,.28099_1_373.87,4406,5242,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-373,.28099_1_373.87,5242,6045,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-375,.28099_1_375.15,58072,59304,+,mdf(A)_1,1-1233/1233,===============,0/0,100,98.14,resfinder,Y08743,mdf(A),
28099-1-375,.28099_1_375.37,860,1720,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-375,.28099_1_375.37,2441,3277,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-375,.28099_1_375.37,3277,4080,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-375,.28099_1_375.37,4141,4956,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
28099-1-375,.28099_1_375.41,5580,6224,+,qnrB1_1,1-645/645,===============,0/0,100,100,resfinder,DQ351241,qnrB1,Ciprofloxacin
28099-1-375,.28099_1_375.42,4728,5210,-,dfrA14_5,1-483/483,===============,0/0,100,99.59,resfinder,DQ388123,dfrA14,Trimethoprim
28099-1-375,.28099_1_375.43,3381,4256,-,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-375,.28099_1_375.45,1944,3190,-,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
28099-1-377,.28099_1_377.2,208688,209920,-,mdf(A)_1,1-1233/1233,===============,0/0,100,99.92,resfinder,Y08743,mdf(A),
28099-1-377,.28099_1_377.45,1899,3104,+,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
28099-1-377,.28099_1_377.78,3015,3851,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-377,.28099_1_377.78,3851,4654,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-377,.28099_1_377.78,4715,5530,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
28099-1-377,.28099_1_377.82,2763,3638,-,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-377,.28099_1_377.84,1763,2236,+,dfrA17_1,1-474/474,===============,0/0,100,99.79,resfinder,FJ460238,dfrA17,Trimethoprim
28099-1-377,.28099_1_377.84,2367,3155,+,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
28099-1-377,.28099_1_377.84,3675,4541,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-377,.28099_1_377.88,220,1141,+,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-377,.28099_1_377.97,1845,2705,-,aac(3)-IIa_1,1-861/861,===============,0/0,100,99.77,resfinder,X51534,aac(3)-IIa,Gentamicin;Tobramycin
28099-1-377,.28099_1_377.98,190,789,+,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
28099-1-377,.28099_1_377.98,920,1750,+,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
28099-1-377,.28099_1_377.98,1888,2332,+,catB3_1,1-445/633,===========....,0/0,70.3,99.78,resfinder,AJ009818,catB3,Chloramphenicol
28099-1-378,.28099_1_378.2,372094,373326,-,mdf(A)_1,1-1233/1233,===============,0/0,100,98.78,resfinder,Y08743,mdf(A),
28099-1-378,.28099_1_378.25,42212,43133,+,mph(A)_2,1-921/921,========/======,01-Jan,100,99.57,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-378,.28099_1_378.31,7086,8231,+,blaCMY-2_1,1-1146/1146,===============,0/0,100,100,resfinder,X91840,blaCMY-2,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
28099-1-378,.28099_1_378.43,1048,1908,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-378,.28099_1_378.43,3411,4226,+,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
28099-1-378,.28099_1_378.43,4287,5090,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-378,.28099_1_378.43,5090,5926,+,aph(6)-Id_1,1-837/837,===============,0/0,100,99.88,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-378,.28099_1_378.44,979,1845,-,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-378,.28099_1_378.44,2365,3153,-,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
28099-1-378,.28099_1_378.44,3284,3757,-,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
28099-1-378,.28099_1_378.45,2756,3616,-,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
28099-1-378,.28099_1_378.47,251,1126,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-378,.28099_1_378.49,928,2133,+,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
28099-1-378,.28099_1_378.51,172,771,+,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
28099-1-378,.28099_1_378.51,902,1732,+,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
28099-1-378,.28099_1_378.51,1870,2314,+,catB3_1,1-445/633,===========....,0/0,70.3,99.78,resfinder,AJ009818,catB3,Chloramphenicol
28099-1-378,.28099_1_378.59,169,678,+,dfrA8_1,1-510/510,===============,0/0,100,100,resfinder,U10186,dfrA8,Trimethoprim
28099-1-379,.28099_1_379.1,252876,254108,-,mdf(A)_1,1-1233/1233,===============,0/0,100,98.3,resfinder,Y08743,mdf(A),
28099-1-379,.28099_1_379.11,202121,202981,-,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-379,.28099_1_379.13,2806,3681,-,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-379,.28099_1_379.38,4320,4979,-,catA1_1,1-660/660,===============,0/0,100,99.85,resfinder,V00622,catA1,Chloramphenicol
28099-1-379,.28099_1_379.38,7971,9176,+,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
28099-1-379,.28099_1_379.44,203,1124,+,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-379,.28099_1_379.44,6419,7285,-,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-379,.28099_1_379.44,7805,8593,-,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
28099-1-379,.28099_1_379.44,8724,9197,-,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
28099-1-379,.28099_1_379.51,3831,4646,+,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
28099-1-379,.28099_1_379.51,4707,5510,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100,99.88,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-379,.28099_1_379.51,5510,6337,+,aph(6)-Id_1,1-828/837,===============,0/0,98.92,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-379,.28099_1_379.54,1822,2682,-,aac(3)-IIa_1,1-861/861,===============,0/0,100,99.77,resfinder,X51534,aac(3)-IIa,Gentamicin;Tobramycin
28099-1-379,.28099_1_379.54,3592,4191,+,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
28099-1-379,.28099_1_379.54,4322,5152,+,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
28099-1-379,.28099_1_379.54,5290,5734,+,catB3_1,1-445/633,===========....,0/0,70.3,99.78,resfinder,AJ009818,catB3,Chloramphenicol
28099-1-381,.28099_1_381.3,208686,209918,-,mdf(A)_1,1-1233/1233,===============,0/0,100,99.92,resfinder,Y08743,mdf(A),
28099-1-381,.28099_1_381.31,45694,46554,-,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-381,.28099_1_381.57,2143,2616,+,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
28099-1-381,.28099_1_381.57,2747,3535,+,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
28099-1-381,.28099_1_381.57,4055,4921,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-381,.28099_1_381.57,10216,11137,-,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-381,.28099_1_381.64,2993,3829,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-381,.28099_1_381.64,4179,4661,-,dfrA14_5,1-483/483,===============,0/0,100,99.79,resfinder,DQ388123,dfrA14,Trimethoprim
28099-1-381,.28099_1_381.64,4669,5200,-,aph(3'')-Ib_5,1-532/804,==========.....,0/0,66.17,99.81,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-381,.28099_1_381.64,5261,6076,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
28099-1-381,.28099_1_381.70,3666,4526,-,blaSHV-12_1,1-861/861,===============,0/0,100,99.88,resfinder,KF976405,blaSHV-12,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-381,.28099_1_381.74,983,2188,-,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
28099-1-382,.28099_1_382.2,309634,310866,+,mdf(A)_1,1-1233/1233,===============,0/0,100,98.22,resfinder,Y08743,mdf(A),
28099-1-382,.28099_1_382.43,6630,7490,-,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
28099-1-382,.28099_1_382.49,134,970,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-382,.28099_1_382.49,970,1773,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-382,.28099_1_382.49,1834,2649,-,sul2_3,1-816/816,===============,0/0,100,100,resfinder,HQ840942,sul2,Sulfamethoxazole
28099-1-382,.28099_1_382.5,12630,13505,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-382,.28099_1_382.51,1076,2281,-,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
28099-1-382,.28099_1_382.53,274,747,-,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
28099-1-382,.28099_1_382.57,703,1563,-,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-382,.28099_1_382.59,287,1102,-,aph(3')-Ia_1,1-816/816,===============,0/0,100,100,resfinder,V00359,aph(3')-Ia,
28099-1-383,.28099_1_383.1,797330,798205,-,blaCTX-M-24_1,1-876/876,===============,0/0,100,100,resfinder,EF374096,blaCTX-M-24,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-383,.28099_1_383.32,1000,1473,+,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
28099-1-383,.28099_1_383.32,1604,2392,+,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
28099-1-383,.28099_1_383.32,2912,3778,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-383,.28099_1_383.32,9086,10016,-,mph(A)_2,1-921/921,========/======,02-Oct,100,98.71,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-383,.28099_1_383.33,6645,7505,-,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
28099-1-383,.28099_1_383.38,134,970,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-383,.28099_1_383.38,970,1773,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-383,.28099_1_383.38,1834,2649,-,sul2_3,1-816/816,===============,0/0,100,100,resfinder,HQ840942,sul2,Sulfamethoxazole
28099-1-383,.28099_1_383.4,309635,310867,+,mdf(A)_1,1-1233/1233,===============,0/0,100,98.22,resfinder,Y08743,mdf(A),
28099-1-383,.28099_1_383.41,1076,2281,-,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
28099-1-383,.28099_1_383.44,1822,2682,-,aac(3)-IIa_1,1-861/861,===============,0/0,100,99.77,resfinder,X51534,aac(3)-IIa,Gentamicin;Tobramycin
28099-1-383,.28099_1_383.47,690,1550,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-38,.28099_1_38.18,91386,92187,+,aadA2_1,18-819/819,===============,0/0,97.92,99.88,resfinder,NC_010870,aadA2,Streptomycin
28099-1-38,.28099_1_38.18,92449,93708,+,cmlA1_1,1-1260/1260,===============,0/0,100,99.92,resfinder,M64556,cmlA1,Chloramphenicol
28099-1-38,.28099_1_38.18,93791,94592,+,ant(3'')-Ia_1,171-972/972,..=============,0/0,82.51,99.75,resfinder,X02340,ant(3'')-Ia,Streptomycin
28099-1-38,.28099_1_38.48,3742,4158,-,fosA3_1,1-417/417,===============,0/0,100,100,resfinder,AB522970,fosA3,Fosfomycin
28099-1-38,.28099_1_38.48,4770,5645,-,blaCTX-M-14_1,1-876/876,===============,0/0,100,100,resfinder,AF252622,blaCTX-M-14,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-38,.28099_1_38.52,1895,3141,+,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
28099-1-38,.28099_1_38.56,200,991,-,sul3_2,1-792/792,===============,0/0,100,100,resfinder,AJ459418,sul3,Sulfamethoxazole
28099-1-38,.28099_1_38.6,26166,27398,+,mdf(A)_1,1-1233/1233,===============,0/0,100,98.46,resfinder,Y08743,mdf(A),
28099-1-39,.28099_1_39.13,84131,84604,+,dfrA1_8,1-474/474,===============,0/0,100,100,resfinder,X00926,dfrA1,Trimethoprim
28099-1-39,.28099_1_39.13,85270,86069,+,ant(3'')-Ia_1,170-972/972,..======/======,01-Mar,82.3,99.38,resfinder,X02340,ant(3'')-Ia,Streptomycin
28099-1-39,.28099_1_39.19,88239,89114,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-39,.28099_1_39.3,197961,199193,-,mdf(A)_1,1-1233/1233,===============,0/0,100,99.11,resfinder,Y08743,mdf(A),
28099-1-39,.28099_1_39.47,1048,1908,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-39,.28099_1_39.47,3411,4226,+,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
28099-1-39,.28099_1_39.47,4287,5090,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-39,.28099_1_39.47,5090,5926,+,aph(6)-Id_1,1-837/837,===============,0/0,100,99.88,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-39,.28099_1_39.47,10463,11384,-,mph(A)_2,1-921/921,========/======,01-Jan,100,99.57,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-39,.28099_1_39.71,476,1135,+,catA1_1,1-660/660,===============,0/0,100,99.85,resfinder,V00622,catA1,Chloramphenicol
28099-1-39,.28099_1_39.71,7211,8041,+,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
28099-1-39,.28099_1_39.77,2508,3713,-,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
28099-1-39,.28099_1_39.97,169,678,+,dfrA8_1,1-510/510,===============,0/0,100,100,resfinder,U10186,dfrA8,Trimethoprim
28099-1-41,.28099_1_41.111,998,2244,+,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
28099-1-41,.28099_1_41.114,107,943,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-41,.28099_1_41.114,943,1746,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,99.88,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-41,.28099_1_41.114,1807,2622,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
28099-1-41,.28099_1_41.163,169,678,+,dfrA8_1,1-510/510,===============,0/0,100,100,resfinder,U10186,dfrA8,Trimethoprim
28099-1-41,.28099_1_41.180,376,1251,+,blaCTX-M-27_1,1-876/876,===============,0/0,100,100,resfinder,AY156923,blaCTX-M-27,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-41,.28099_1_41.303,53,883,-,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
28099-1-41,.28099_1_41.5,208827,210059,-,mdf(A)_1,1-1233/1233,===============,0/0,100,99.92,resfinder,Y08743,mdf(A),
28099-1-41,.28099_1_41.51,2299,3165,-,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-41,.28099_1_41.51,3643,4444,-,aadA2_1,18-819/819,===============,0/0,97.92,99.88,resfinder,NC_010870,aadA2,Streptomycin
